nom,prix,website,source,date_scraped,category,promotion,url,description,normalized_nom,normalized_description,nom_and_description,html
Ninja Foodi PossibleCooker PRO 8.5-Quart Multi-Cooker,89.99,costco.com,https://www.costco.com/small-kitchen-appliances.html,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/ninja-foodi-possiblecooker-pro-8.5-quart-multi-cooker.product.4000179229.html,Designated Chemical Disclosure,ninja foodi possiblecooker pro 8.5-quart multi-cooker,designated chemical disclosure,Ninja Foodi PossibleCooker PRO 8.5-Quart Multi-Cooker Designated Chemical Disclosure,
Sur La Table Digital Kettle with Infuser,34.99,costco.com,https://www.costco.com/small-kitchen-appliances.html,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/sur-la-table-digital-kettle-with-infuser.product.4000215594.html,"The Sur La Table Digital Kettle with Infuser offers one-touch convenience for all your hot beverage needs. This 7-function kettle offers five different tea settings ensuring the optimal temperature for extracting the best flavor from a variety of options.  Hot water boils in minutes at the touch of a button so you are ready for soups, cocoa, and other hot beverages. With an easy to use and clean stainless-steel infuser, you can customize your beverage with your favorite teas and flavors! Product Features 7 functions LED Digital touchscreen display One-touch presets for a variety of tea including:  Herbal, Black, Oolong, White, Green and Delicate One-touch Boil Water function Infuser for optimal flavor extraction 60oz / 7.5 cup capacity 1500 Watts Easy open lid Spout filter Keep warm Accessories Included: Stainless-steel infuser Power base Spout filter Dimensions & More Info: Stainless-steel and glass 8.7” x 6.18” x 9.41” 3.3lbs 1500 Watts Made in China Warranty: Parts/Labor: 1 Year For product related questions please contact Customer Service at 1-877-246-0990",sur la table digital kettle with infuser,"the sur la table digital kettle with infuser offers one-touch convenience for all your hot beverage needs. this 7-function kettle offers five different tea settings ensuring the optimal temperature for extracting the best flavor from a variety of options.  hot water boils in minutes at the touch of a button so you are ready for soups, cocoa, and other hot beverages. with an easy to use and clean stainless-steel infuser, you can customize your beverage with your favorite teas and flavors! product features 7 functions led digital touchscreen display one-touch presets for a variety of tea including:  herbal, black, oolong, white, green and delicate one-touch boil water function infuser for optimal flavor extraction 60oz / 7.5 cup capacity 1500 watts easy open lid spout filter keep warm accessories included: stainless-steel infuser power base spout filter dimensions & more info: stainless-steel and glass 8.7” x 6.18” x 9.41” 3.3lbs 1500 watts made in china warranty: parts/labor: 1 year for product related questions please contact customer service at 1-877-246-0990","Sur La Table Digital Kettle with Infuser The Sur La Table Digital Kettle with Infuser offers one-touch convenience for all your hot beverage needs. This 7-function kettle offers five different tea settings ensuring the optimal temperature for extracting the best flavor from a variety of options.  Hot water boils in minutes at the touch of a button so you are ready for soups, cocoa, and other hot beverages. With an easy to use and clean stainless-steel infuser, you can customize your beverage with your favorite teas and flavors! Product Features 7 functions LED Digital touchscreen display One-touch presets for a variety of tea including:  Herbal, Black, Oolong, White, Green and Delicate One-touch Boil Water function Infuser for optimal flavor extraction 60oz / 7.5 cup capacity 1500 Watts Easy open lid Spout filter Keep warm Accessories Included: Stainless-steel infuser Power base Spout filter Dimensions & More Info: Stainless-steel and glass 8.7” x 6.18” x 9.41” 3.3lbs 1500 Watts Made in China Warranty: Parts/Labor: 1 Year For product related questions please contact Customer Service at 1-877-246-0990",
Ninja Foodi 10-in-1 Flip Air Fryer Oven,179.99,costco.com,https://www.costco.com/small-kitchen-appliances.html,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/ninja-foodi-10-in-1-flip-air-fryer-oven.product.4000105708.html,WARNING: Cancer and Reproductive Harm. For more information go to: www.P65Warnings.ca.gov . Designated Chemical Disclosure,ninja foodi 10-in-1 flip air fryer oven,warning: cancer and reproductive harm. for more information go to: www.p65warnings.ca.gov . designated chemical disclosure,Ninja Foodi 10-in-1 Flip Air Fryer Oven WARNING: Cancer and Reproductive Harm. For more information go to: www.P65Warnings.ca.gov . Designated Chemical Disclosure,
"Ninja Deluxe Kitchen System with 88-oz. Pitcher, 9-Cup Processor, & Auto-iQ",169.99,costco.com,https://www.costco.com/small-kitchen-appliances.html,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/ninja-deluxe-kitchen-system-with-88-oz.-pitcher%2c-9-cup-processor%2c-%2526-auto-iq.product.4000252398.html,,"ninja deluxe kitchen system with 88-oz. pitcher, 9-cup processor, & auto-iq",,"Ninja Deluxe Kitchen System with 88-oz. Pitcher, 9-Cup Processor, & Auto-iQ ",
Cuisinart Brew Central 14-cup Programmable Coffee Maker,54.99,costco.com,https://www.costco.com/small-kitchen-appliances.html,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/cuisinart-brew-central-14-cup-programmable-coffee-maker.product.4000026515.html,,cuisinart brew central 14-cup programmable coffee maker,,Cuisinart Brew Central 14-cup Programmable Coffee Maker ,
Vitamix Venturist Pro Blender with SELF-DETECT Technology,399.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/vitamix-venturist-pro-blender-with-self-detect-technology.product.4000249814.html,,vitamix venturist pro blender with self-detect technology,,Vitamix Venturist Pro Blender with SELF-DETECT Technology ,
"Keurig K-Supreme Plus Special Edition Single Serve Coffee Maker, with 18 K-Cup Pods",129.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/keurig-k-supreme-plus-special-edition-single-serve-coffee-maker%2c-with-18-k-cup-pods.product.4000065675.html,"Elevate your everyday coffee experience to delicious new heights with the Keurig® K-Supreme Plus® Special Edition Single Serve coffee maker. Innovative MultiStream Technology™ saturates the grounds more evenly to extract* more flavor and aroma, so you can enjoy an exceptionally flavorful experience in every cup. Programmable preferences for up to 3 users, customizable settings for strength and temperature, and a sleek stainless-steel metal wrap make it a supremely striking standout in any kitchen. Accessories Included: 18 K-Cup® Pods, Water Filter + Handle, My K-Cup® Universal Reusable Coffee Filter Product Features: Programmable Favorites: Save individual brewing preferences for up to 3 users. Customize Your Cup: With 5 strengths and 5 temperature options, or make it iced by brewing hot over ice and enjoying cold Multiple Brew Sizes: Brew a 4, 6, 8, 10, or 12 oz. cup. 78 oz. Removable Reservoir: Allows you to brew up to 9 cups before having to refill, saving you time. Fast & Fresh-Brewed: Coffee made in minutes. Back-To-Back Brewing: Immediately brew a second cup, no need to wait for reheating. Travel Mug Friendly: Removable drip tray accommodates travel mugs up to 7” tall. Digital Display Screen: Just insert any K-Cup® pod and use the simple interface to brew a delicious cup. Compatible with the My K-Cup® Universal Reusable Coffee Filter: Brew your own ground coffee (sold separately). For great tasting coffee, keep your brewer running at peak performance by descaling your brewer every 3 months, or when the descale notification turns on. *Descaling kit not included. Dimensions & More: 13.35” L x 8.31” W x 12.24” H; Weight: 7.5 lbs Height with handle open: 16.93” Cord Length: ~34.65” Voltage: 120VAC","keurig k-supreme plus special edition single serve coffee maker, with 18 k-cup pods","elevate your everyday coffee experience to delicious new heights with the keurig® k-supreme plus® special edition single serve coffee maker. innovative multistream technology™ saturates the grounds more evenly to extract* more flavor and aroma, so you can enjoy an exceptionally flavorful experience in every cup. programmable preferences for up to 3 users, customizable settings for strength and temperature, and a sleek stainless-steel metal wrap make it a supremely striking standout in any kitchen. accessories included: 18 k-cup® pods, water filter + handle, my k-cup® universal reusable coffee filter product features: programmable favorites: save individual brewing preferences for up to 3 users. customize your cup: with 5 strengths and 5 temperature options, or make it iced by brewing hot over ice and enjoying cold multiple brew sizes: brew a 4, 6, 8, 10, or 12 oz. cup. 78 oz. removable reservoir: allows you to brew up to 9 cups before having to refill, saving you time. fast & fresh-brewed: coffee made in minutes. back-to-back brewing: immediately brew a second cup, no need to wait for reheating. travel mug friendly: removable drip tray accommodates travel mugs up to 7” tall. digital display screen: just insert any k-cup® pod and use the simple interface to brew a delicious cup. compatible with the my k-cup® universal reusable coffee filter: brew your own ground coffee (sold separately). for great tasting coffee, keep your brewer running at peak performance by descaling your brewer every 3 months, or when the descale notification turns on. *descaling kit not included. dimensions & more: 13.35” l x 8.31” w x 12.24” h; weight: 7.5 lbs height with handle open: 16.93” cord length: ~34.65” voltage: 120vac","Keurig K-Supreme Plus Special Edition Single Serve Coffee Maker, with 18 K-Cup Pods Elevate your everyday coffee experience to delicious new heights with the Keurig® K-Supreme Plus® Special Edition Single Serve coffee maker. Innovative MultiStream Technology™ saturates the grounds more evenly to extract* more flavor and aroma, so you can enjoy an exceptionally flavorful experience in every cup. Programmable preferences for up to 3 users, customizable settings for strength and temperature, and a sleek stainless-steel metal wrap make it a supremely striking standout in any kitchen. Accessories Included: 18 K-Cup® Pods, Water Filter + Handle, My K-Cup® Universal Reusable Coffee Filter Product Features: Programmable Favorites: Save individual brewing preferences for up to 3 users. Customize Your Cup: With 5 strengths and 5 temperature options, or make it iced by brewing hot over ice and enjoying cold Multiple Brew Sizes: Brew a 4, 6, 8, 10, or 12 oz. cup. 78 oz. Removable Reservoir: Allows you to brew up to 9 cups before having to refill, saving you time. Fast & Fresh-Brewed: Coffee made in minutes. Back-To-Back Brewing: Immediately brew a second cup, no need to wait for reheating. Travel Mug Friendly: Removable drip tray accommodates travel mugs up to 7” tall. Digital Display Screen: Just insert any K-Cup® pod and use the simple interface to brew a delicious cup. Compatible with the My K-Cup® Universal Reusable Coffee Filter: Brew your own ground coffee (sold separately). For great tasting coffee, keep your brewer running at peak performance by descaling your brewer every 3 months, or when the descale notification turns on. *Descaling kit not included. Dimensions & More: 13.35” L x 8.31” W x 12.24” H; Weight: 7.5 lbs Height with handle open: 16.93” Cord Length: ~34.65” Voltage: 120VAC",
Ninja DualBrew XL Grounds & Pods Hot & Iced Coffee Maker,129.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/ninja-dualbrew-xl-grounds-%2526-pods-hot-%2526-iced-coffee-maker.product.4000177981.html,,ninja dualbrew xl grounds & pods hot & iced coffee maker,,Ninja DualBrew XL Grounds & Pods Hot & Iced Coffee Maker ,
KitchenAid 6 Quart Bowl-Lift Stand Mixer with Attachments and Pouring Shield,399.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/kitchenaid-6-quart-bowl-lift-stand-mixer-with-attachments-and-pouring-shield.product.4000142124.html,,kitchenaid 6 quart bowl-lift stand mixer with attachments and pouring shield,,KitchenAid 6 Quart Bowl-Lift Stand Mixer with Attachments and Pouring Shield ,
Philips 800 Series Automatic Espresso Machine,399.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/philips-800-series-automatic-espresso-machine.product.4000161076.html,"Two delicious coffees from fresh beans, with ease, thanks to the intuitive touch display. Enjoy the delicious taste and aroma of coffee from fresh beans, at the perfect temperature, thanks to our intelligent brewing system. The classic milk frother allows you to create a silky-smooth cappuccino or latte macchiato with ease. Accessories Included: Grease tube Measuring scoop Water hardness test strip Product Features: Coffee from fresh beans – easily make delicious coffee drinks from fresh beans, exactly the way you like it, with the touch of a button. Automatic descaling for your convenience - it is easy to clean and maintain your coffee machine with the automatic program which notifies when you have to descale it. You can adjust the frequency of this procedure to match the water hardness at home. Adjust aroma strength and quantity via My Coffee Choice - adjust the strength and quantity of your beverage with the My Coffee Choice menu. Easily choose from three different settings to suit your preferences. Dishwasher safe parts for your convenience - for your convenience, you can put the milk system, drip tray and the coffee ground container in the dishwasher. This will save time and ensure a hygienic cleaning. Easy cleaning thanks to fully removable brew group - the brew group is the heart of every fully automatic coffee machine and should be cleaned regularly. The removable brew group allows you to clean it thoroughly just by rinsing it under the tap. Easy selection of your coffee with intuitive touch display - The irresistible taste and aroma of coffee from fresh beans is just one touch away. Our intuitive touch display allows you to easily select your favorite coffee. 20,000 cups of finest coffee with durable ceramic grinders - Bring out the full flavor of your coffee with our hard-wearing ceramic grinder. Our sharp-edged grinders extract the best aroma and flavor from your beans. Made from 100% ceramic material which ensures they last for at least 20,000 cups. Easily adjust to your taste with 12-step grinder levels - our durable ceramic grinders can be adjusted in 12 steps, so you can turn your beans into anything from ultra-fine powder to coarse grindings. The perfect temperature, aroma and crema cup after cup – the Aroma extract system intelligently strikes the optimum balance between brewing temperature and aroma extraction by keeping the water temperature between 194°F and 208°F, while regulating the water flow rate, so you can enjoy delicious coffees. Up to 5,000 cups without descaling thanks to AquaClean water filter* – by changing the filter after being prompted by the machine, you will not need to descale your machine for up to 5,000 cups**, while enjoying clear and purified water. *AquaClean filter compatible; not included. Sold separately. **Based on 8 filters replacement as indicated by the machine. Actual number of cups depends on selected coffee varieties, rinsing and cleaning patterns. Dimensions & More Info: Type of material made out of: plastic, stainless steel 9.69 in. x 17.05 in. x 14.61 in. 16.5lbs 1500 W Designed in Italy, Made in Romania For product related questions please contact Versuni at +1-833-737-1212; Monday to Friday: 09:00am - 06:00pm EST",philips 800 series automatic espresso machine,"two delicious coffees from fresh beans, with ease, thanks to the intuitive touch display. enjoy the delicious taste and aroma of coffee from fresh beans, at the perfect temperature, thanks to our intelligent brewing system. the classic milk frother allows you to create a silky-smooth cappuccino or latte macchiato with ease. accessories included: grease tube measuring scoop water hardness test strip product features: coffee from fresh beans – easily make delicious coffee drinks from fresh beans, exactly the way you like it, with the touch of a button. automatic descaling for your convenience - it is easy to clean and maintain your coffee machine with the automatic program which notifies when you have to descale it. you can adjust the frequency of this procedure to match the water hardness at home. adjust aroma strength and quantity via my coffee choice - adjust the strength and quantity of your beverage with the my coffee choice menu. easily choose from three different settings to suit your preferences. dishwasher safe parts for your convenience - for your convenience, you can put the milk system, drip tray and the coffee ground container in the dishwasher. this will save time and ensure a hygienic cleaning. easy cleaning thanks to fully removable brew group - the brew group is the heart of every fully automatic coffee machine and should be cleaned regularly. the removable brew group allows you to clean it thoroughly just by rinsing it under the tap. easy selection of your coffee with intuitive touch display - the irresistible taste and aroma of coffee from fresh beans is just one touch away. our intuitive touch display allows you to easily select your favorite coffee. 20,000 cups of finest coffee with durable ceramic grinders - bring out the full flavor of your coffee with our hard-wearing ceramic grinder. our sharp-edged grinders extract the best aroma and flavor from your beans. made from 100% ceramic material which ensures they last for at least 20,000 cups. easily adjust to your taste with 12-step grinder levels - our durable ceramic grinders can be adjusted in 12 steps, so you can turn your beans into anything from ultra-fine powder to coarse grindings. the perfect temperature, aroma and crema cup after cup – the aroma extract system intelligently strikes the optimum balance between brewing temperature and aroma extraction by keeping the water temperature between 194°f and 208°f, while regulating the water flow rate, so you can enjoy delicious coffees. up to 5,000 cups without descaling thanks to aquaclean water filter* – by changing the filter after being prompted by the machine, you will not need to descale your machine for up to 5,000 cups**, while enjoying clear and purified water. *aquaclean filter compatible; not included. sold separately. **based on 8 filters replacement as indicated by the machine. actual number of cups depends on selected coffee varieties, rinsing and cleaning patterns. dimensions & more info: type of material made out of: plastic, stainless steel 9.69 in. x 17.05 in. x 14.61 in. 16.5lbs 1500 w designed in italy, made in romania for product related questions please contact versuni at +1-833-737-1212; monday to friday: 09:00am - 06:00pm est","Philips 800 Series Automatic Espresso Machine Two delicious coffees from fresh beans, with ease, thanks to the intuitive touch display. Enjoy the delicious taste and aroma of coffee from fresh beans, at the perfect temperature, thanks to our intelligent brewing system. The classic milk frother allows you to create a silky-smooth cappuccino or latte macchiato with ease. Accessories Included: Grease tube Measuring scoop Water hardness test strip Product Features: Coffee from fresh beans – easily make delicious coffee drinks from fresh beans, exactly the way you like it, with the touch of a button. Automatic descaling for your convenience - it is easy to clean and maintain your coffee machine with the automatic program which notifies when you have to descale it. You can adjust the frequency of this procedure to match the water hardness at home. Adjust aroma strength and quantity via My Coffee Choice - adjust the strength and quantity of your beverage with the My Coffee Choice menu. Easily choose from three different settings to suit your preferences. Dishwasher safe parts for your convenience - for your convenience, you can put the milk system, drip tray and the coffee ground container in the dishwasher. This will save time and ensure a hygienic cleaning. Easy cleaning thanks to fully removable brew group - the brew group is the heart of every fully automatic coffee machine and should be cleaned regularly. The removable brew group allows you to clean it thoroughly just by rinsing it under the tap. Easy selection of your coffee with intuitive touch display - The irresistible taste and aroma of coffee from fresh beans is just one touch away. Our intuitive touch display allows you to easily select your favorite coffee. 20,000 cups of finest coffee with durable ceramic grinders - Bring out the full flavor of your coffee with our hard-wearing ceramic grinder. Our sharp-edged grinders extract the best aroma and flavor from your beans. Made from 100% ceramic material which ensures they last for at least 20,000 cups. Easily adjust to your taste with 12-step grinder levels - our durable ceramic grinders can be adjusted in 12 steps, so you can turn your beans into anything from ultra-fine powder to coarse grindings. The perfect temperature, aroma and crema cup after cup – the Aroma extract system intelligently strikes the optimum balance between brewing temperature and aroma extraction by keeping the water temperature between 194°F and 208°F, while regulating the water flow rate, so you can enjoy delicious coffees. Up to 5,000 cups without descaling thanks to AquaClean water filter* – by changing the filter after being prompted by the machine, you will not need to descale your machine for up to 5,000 cups**, while enjoying clear and purified water. *AquaClean filter compatible; not included. Sold separately. **Based on 8 filters replacement as indicated by the machine. Actual number of cups depends on selected coffee varieties, rinsing and cleaning patterns. Dimensions & More Info: Type of material made out of: plastic, stainless steel 9.69 in. x 17.05 in. x 14.61 in. 16.5lbs 1500 W Designed in Italy, Made in Romania For product related questions please contact Versuni at +1-833-737-1212; Monday to Friday: 09:00am - 06:00pm EST",
Ninja CREAMi Deluxe 11-in-1 Ice Cream and Frozen Treat Maker,179.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/ninja-creami-deluxe-11-in-1-ice-cream-and-frozen-treat-maker.product.4000213642.html,,ninja creami deluxe 11-in-1 ice cream and frozen treat maker,,Ninja CREAMi Deluxe 11-in-1 Ice Cream and Frozen Treat Maker ,
Sodastream Terra CQC Bundle,99.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/sodastream-terra-cqc-bundle.product.4000153599.html,"SodaStream's Sparkling Water Maker turn plain water into fresh sparkling water in seconds. Designed for the modern kitchen, it features the new Quick Connect technology for fast and easy CO2 cylinder insertion. Includes: (1) Terra Sodastream Machine (2) Quick Connect 60L CO2 Cylinder (2) 1 Liter Dishwasher Safe Bottle Features: Dishwasher safe, BPA free, reusable bottles Compact and sleek with a wider carbonating button Quick Connect CO2 technology for fast, ""one click"" cylinder insertion No batteries or electricity required Use a damp cloth to clean the machine Dimensions: 7.79"" L  x 7.79"" W x 17.2"" H (Machine) 6.28 lbs. Made in Israel For product related questions please contact 1 (800) 763-2258 Monday-Friday 9 AM - 7 PM EST",sodastream terra cqc bundle,"sodastream's sparkling water maker turn plain water into fresh sparkling water in seconds. designed for the modern kitchen, it features the new quick connect technology for fast and easy co2 cylinder insertion. includes: (1) terra sodastream machine (2) quick connect 60l co2 cylinder (2) 1 liter dishwasher safe bottle features: dishwasher safe, bpa free, reusable bottles compact and sleek with a wider carbonating button quick connect co2 technology for fast, ""one click"" cylinder insertion no batteries or electricity required use a damp cloth to clean the machine dimensions: 7.79"" l  x 7.79"" w x 17.2"" h (machine) 6.28 lbs. made in israel for product related questions please contact 1 (800) 763-2258 monday-friday 9 am - 7 pm est","Sodastream Terra CQC Bundle SodaStream's Sparkling Water Maker turn plain water into fresh sparkling water in seconds. Designed for the modern kitchen, it features the new Quick Connect technology for fast and easy CO2 cylinder insertion. Includes: (1) Terra Sodastream Machine (2) Quick Connect 60L CO2 Cylinder (2) 1 Liter Dishwasher Safe Bottle Features: Dishwasher safe, BPA free, reusable bottles Compact and sleek with a wider carbonating button Quick Connect CO2 technology for fast, ""one click"" cylinder insertion No batteries or electricity required Use a damp cloth to clean the machine Dimensions: 7.79"" L  x 7.79"" W x 17.2"" H (Machine) 6.28 lbs. Made in Israel For product related questions please contact 1 (800) 763-2258 Monday-Friday 9 AM - 7 PM EST",
Almond Cow Complete Plant-Based Milk System,199.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/almond-cow-complete-plant-based-milk-system.product.4000288422.html,Limit 5 per member,almond cow complete plant-based milk system,limit 5 per member,Almond Cow Complete Plant-Based Milk System Limit 5 per member,
"Ninja Blast Personal Blender, 2-pack",59.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/ninja-blast-personal-blender%2c-2-pack.product.4000270204.html,WARNING: Cancer and Reproductive Harm. For more information go to: www.P65Warnings.ca.gov .,"ninja blast personal blender, 2-pack",warning: cancer and reproductive harm. for more information go to: www.p65warnings.ca.gov .,"Ninja Blast Personal Blender, 2-pack WARNING: Cancer and Reproductive Harm. For more information go to: www.P65Warnings.ca.gov .",
Ninja TWISTi High Speed Blender DUO,69.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/ninja-twisti-high-speed-blender-duo.product.4000200466.html,,ninja twisti high speed blender duo,,Ninja TWISTi High Speed Blender DUO ,
Gourmia XL Digital Countertop Oven with Air Fry,139.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/gourmia-xl-digital-countertop-oven-with-air-fry.product.4000270589.html,,gourmia xl digital countertop oven with air fry,,Gourmia XL Digital Countertop Oven with Air Fry ,
Gourmia 8-Quart Digital Air Fryer with Window & Light,49.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/gourmia-8-quart-digital-air-fryer-with-window-%2526-light.product.4000245360.html,,gourmia 8-quart digital air fryer with window & light,,Gourmia 8-Quart Digital Air Fryer with Window & Light ,
Dash MultiMaker Mini Waffle System with Removable Plates and Storage Case,14.97,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/dash-multimaker-mini-waffle-system-with-removable-plates-and-storage-case.product.4000269878.html,,dash multimaker mini waffle system with removable plates and storage case,,Dash MultiMaker Mini Waffle System with Removable Plates and Storage Case ,
"LG LT1000P3 Water Filter, 3-pack",94.99,costco.com,https://www.costco.com/small-kitchen-appliances.html?currentPage=2&pageSize=24,2025-01-21 21:33:19,small-appliances,,https://www.costco.com/lg-lt1000p3-water-filter%2c-3-pack.product.4000068123.html,Compatible Refrigerator Model LFCC22426S LFXS26972S LMXC22526D LRFCS2503 LRFWS2906D LRMVC2306D LRSXC2306S LFCC22426S LFXS26973D LMXC22596D LRFCS2503S LRFWS2906S LRMVC2306S LRSXC2306V LFCC23596S LFXS26973S LMXC22596M LRFCS2503S LRFWS2906V LRMVS2806 LRSXS2706B LFCC23596S LFXS26973W LMXC22596S LRFCS25D3 LRFWS2906V LRMVS2806D LRSXS2706S LFCS27596S LFXS27466S LMXC22626D LRFDC2406D LRFXC2406D LRMVS2806S LRSXS2706V LFCS27596S LFXS28566 LMXC22626S LRFDC2406S LRFXC2406S LRMVS3006 LRSXS2706W LFCS28768S LFXS28566D LMXC23796D LRFDS2503S LRFXC2416 LRMVS3006D LRVFC2406D LFXC22525D LFXS28566M LMXC23796M LRFDS3006D LRFXC2416D LRMVS3006S LRVFC2406M LFXC22525S LFXS28566S LMXC23796S LRFDS3006S LRFXC2416S LRMWS2906D LRVFC2406S LFXC22526 LFXS28596D LMXS22526S LRFDS3016D LRFXS2503 LRMWS2906S LRYKC2606S LFXC22526D LFXS28596M LMXS28596 LRFDS3016S LRFXS2503D LRMXC2206D LSFXC2496D LFXC22526S LFXS28596S LMXS28596D LRFGC2706D LRFXS2503S LRMXC2206S LSFXC2496S LFXC22596 LFXS28968D LMXS28596M LRFGC2706S LRFXS2513 LRMXS2806D LSXC22396D LFXC22596D LFXS28968S LMXS28596S LRFLC2706D LRFXS2513S LRMXS2806D LSXC22396S LFXC22596M LFXS30796D LMXS28626D LRFOC2606D LRMDC2306D LRMXS2806S LSXC22436S Please see PDF attachment below for extended compatible refrigerator models.,"lg lt1000p3 water filter, 3-pack",compatible refrigerator model lfcc22426s lfxs26972s lmxc22526d lrfcs2503 lrfws2906d lrmvc2306d lrsxc2306s lfcc22426s lfxs26973d lmxc22596d lrfcs2503s lrfws2906s lrmvc2306s lrsxc2306v lfcc23596s lfxs26973s lmxc22596m lrfcs2503s lrfws2906v lrmvs2806 lrsxs2706b lfcc23596s lfxs26973w lmxc22596s lrfcs25d3 lrfws2906v lrmvs2806d lrsxs2706s lfcs27596s lfxs27466s lmxc22626d lrfdc2406d lrfxc2406d lrmvs2806s lrsxs2706v lfcs27596s lfxs28566 lmxc22626s lrfdc2406s lrfxc2406s lrmvs3006 lrsxs2706w lfcs28768s lfxs28566d lmxc23796d lrfds2503s lrfxc2416 lrmvs3006d lrvfc2406d lfxc22525d lfxs28566m lmxc23796m lrfds3006d lrfxc2416d lrmvs3006s lrvfc2406m lfxc22525s lfxs28566s lmxc23796s lrfds3006s lrfxc2416s lrmws2906d lrvfc2406s lfxc22526 lfxs28596d lmxs22526s lrfds3016d lrfxs2503 lrmws2906s lrykc2606s lfxc22526d lfxs28596m lmxs28596 lrfds3016s lrfxs2503d lrmxc2206d lsfxc2496d lfxc22526s lfxs28596s lmxs28596d lrfgc2706d lrfxs2503s lrmxc2206s lsfxc2496s lfxc22596 lfxs28968d lmxs28596m lrfgc2706s lrfxs2513 lrmxs2806d lsxc22396d lfxc22596d lfxs28968s lmxs28596s lrflc2706d lrfxs2513s lrmxs2806d lsxc22396s lfxc22596m lfxs30796d lmxs28626d lrfoc2606d lrmdc2306d lrmxs2806s lsxc22436s please see pdf attachment below for extended compatible refrigerator models.,"LG LT1000P3 Water Filter, 3-pack Compatible Refrigerator Model LFCC22426S LFXS26972S LMXC22526D LRFCS2503 LRFWS2906D LRMVC2306D LRSXC2306S LFCC22426S LFXS26973D LMXC22596D LRFCS2503S LRFWS2906S LRMVC2306S LRSXC2306V LFCC23596S LFXS26973S LMXC22596M LRFCS2503S LRFWS2906V LRMVS2806 LRSXS2706B LFCC23596S LFXS26973W LMXC22596S LRFCS25D3 LRFWS2906V LRMVS2806D LRSXS2706S LFCS27596S LFXS27466S LMXC22626D LRFDC2406D LRFXC2406D LRMVS2806S LRSXS2706V LFCS27596S LFXS28566 LMXC22626S LRFDC2406S LRFXC2406S LRMVS3006 LRSXS2706W LFCS28768S LFXS28566D LMXC23796D LRFDS2503S LRFXC2416 LRMVS3006D LRVFC2406D LFXC22525D LFXS28566M LMXC23796M LRFDS3006D LRFXC2416D LRMVS3006S LRVFC2406M LFXC22525S LFXS28566S LMXC23796S LRFDS3006S LRFXC2416S LRMWS2906D LRVFC2406S LFXC22526 LFXS28596D LMXS22526S LRFDS3016D LRFXS2503 LRMWS2906S LRYKC2606S LFXC22526D LFXS28596M LMXS28596 LRFDS3016S LRFXS2503D LRMXC2206D LSFXC2496D LFXC22526S LFXS28596S LMXS28596D LRFGC2706D LRFXS2503S LRMXC2206S LSFXC2496S LFXC22596 LFXS28968D LMXS28596M LRFGC2706S LRFXS2513 LRMXS2806D LSXC22396D LFXC22596D LFXS28968S LMXS28596S LRFLC2706D LRFXS2513S LRMXS2806D LSXC22396S LFXC22596M LFXS30796D LMXS28626D LRFOC2606D LRMDC2306D LRMXS2806S LSXC22436S Please see PDF attachment below for extended compatible refrigerator models.",
